coin,trade_idx,clip_seq,net_bp
ADA,55,12,567.7938
ADA,56,0,100.9473
ADA,56,1,-1310.5268
ADA,56,2,-1414.6068
ADA,57,0,304.7566
ADA,57,1,-327.9081
ADA,57,2,254.2910
ADA,57,3,735.9110
ADA,57,4,397.5928
ADA,57,5,-125.7440
ADA,57,6,-162.0348
ADA,57,7,-162.0348
ADA,57,8,-1085.2877
ADA,57,9,-1083.5547
ADA,58,0,172.2252
ADA,58,1,-270.8218
ADA,58,2,-454.6912
ADA,59,0,-900.6611
ADA,59,1,-900.6611
ADA,60,0,-537.0996
ADA,60,1,-537.0996
ADA,61,0,141.0411
ADA,61,1,-365.4744
ADA,61,2,-281.0817
ADA,61,3,-435.4326
ADA,62,0,451.9101
ADA,62,1,485.2305
ADA,62,2,-680.7962
ADA,62,3,-710.4182
ADA,63,0,164.9273
ADA,63,1,-275.7260
ADA,63,2,256.7732
ADA,63,3,727.4466
ADA,63,4,532.3057
ADA,63,5,-91.0356
ADA,63,6,-120.9820
ADA,63,7,-120.9820
ADA,63,8,-71.9642
ADA,63,9,-36.6286
ADA,63,10,-36.6286
ADA,63,11,-231.4078
ADA,63,12,-251.3131
ADA,63,13,-251.3131
ADA,63,14,201.2008
ADA,63,15,226.2203
ADA,64,0,284.7636
ADA,64,1,380.3932
ADA,64,2,-237.1190
ADA,64,3,-119.3737
ADA,64,4,51.2097
ADA,64,5,23.0571
ADA,64,6,499.5143
ADA,64,7,-176.4642
ADA,64,8,-168.3991
ADA,64,9,-168.3991
ADA,64,10,476.6916
ADA,64,11,599.0702
ADA,64,12,611.7204
ADA,64,13,611.7204
ADA,64,14,611.7204
ADA,64,15,1035.6606
ADA,65,0,84.5524
ADA,65,1,-33.2091
ADA,65,2,-50.1370
ADA,65,3,412.0046
ADA,65,4,304.0641
ADA,65,5,-48.9562
ADA,65,6,-125.0505
ADA,65,7,-125.0505
ADA,65,8,-130.8533
ADA,65,9,1359.0102
ADA,65,10,1538.3913
ADA,65,11,1538.3913
ADA,65,12,2461.9042
ADA,65,13,2461.9042
ADA,66,0,959.8145
ADA,66,1,893.8025
ADA,66,2,-103.2320
ADA,66,3,-203.4862
ADA,66,4,-222.5601
ADA,66,5,118.4083
ADA,66,6,753.1293
ADA,66,7,818.2904
ADA,66,8,-1025.9035
ADA,67,0,226.0861
ADA,67,1,275.0098
ADA,67,2,-440.3112
ADA,67,3,-273.1995
ADA,67,4,539.2496
ADA,67,5,34.4610
ADA,67,6,919.7155
ADA,67,7,1842.1974
ADA,67,8,1785.8262
ADA,67,9,340.3153
ADA,67,10,-375.7819
ADA,67,11,-322.5119
ADA,67,12,-322.5119
ADA,67,13,-322.5119
ADA,67,14,-322.5119
ADA,67,15,-186.4694
ADA,67,16,-212.0507
ADA,67,17,-212.0507
ADA,67,18,-212.0507
ADA,67,19,-212.0507
ADA,67,20,337.8691
ADA,67,21,135.9020
ADA,67,22,630.6710
ADA,67,23,630.6710
ADA,67,24,630.6710
ADA,67,25,630.6710
ADA,68,0,-678.7168
ADA,68,1,-678.7168
ADA,69,0,-668.5998
ADA,69,1,-668.5998
ADA,70,0,454.9632
ADA,70,1,-127.7511
ADA,70,2,429.1900
ADA,70,3,160.9045
ADA,70,4,191.0553
ADA,70,5,693.5325
ADA,70,6,719.9577
ADA,70,7,-1392.1619
ADA,71,0,-819.5227
ADA,71,1,-819.5227
ADA,72,0,125.7726
ADA,72,1,189.8179
ADA,72,2,750.5123
ADA,72,3,595.7635
ADA,72,4,-993.2454
ADA,72,5,-1017.6798
ADA,73,0,337.6865
ADA,73,1,-612.0814
ADA,73,2,-324.4140
ADA,73,3,-659.2359
ADA,74,0,-1193.6717
ADA,74,1,-1193.6717
ADA,75,0,-326.7485
ADA,75,1,-326.7485
ADA,76,0,810.1527
ADA,76,1,643.1679
ADA,76,2,-217.6794
ADA,76,3,-290.7349
ADA,76,4,-601.4978
ADA,76,5,-454.0045
ADA,77,0,429.6883
ADA,77,1,438.5931
ADA,77,2,-95.3769
ADA,77,3,-304.7571
ADA,77,4,-360.8607
ADA,77,5,-369.0847
ADA,78,0,262.7648
ADA,78,1,-203.5254
ADA,78,2,164.0215
ADA,78,3,-626.7220
ADA,78,4,-535.6457
ADA,79,0,-10.2582
ADA,79,1,462.9807
ADA,79,2,1231.8266
ADA,79,3,-700.1229
ADA,79,4,-825.1948
ADA,80,0,-1088.7464
ADA,80,1,-1088.7464
ADA,81,0,822.3053
ADA,81,1,-150.9050
ADA,81,2,600.6460
ADA,81,3,-896.1682
ADA,81,4,-705.7484
ADA,82,0,-900.6818
ADA,82,1,-900.6818
ADA,83,0,22.2833
ADA,83,1,-1267.3573
ADA,83,2,-1304.2105
ADA,84,0,889.0909
ADA,84,1,911.8182
ADA,84,2,426.9646
ADA,84,3,340.2402
ADA,84,4,764.7222
ADA,84,5,742.3008
ADA,84,6,-735.1980
ADA,85,0,-699.5367
ADA,85,1,-699.5367
ADA,86,0,-682.1961
ADA,86,1,-682.1961
ADA,87,0,113.0203
ADA,87,1,387.7094
ADA,87,2,926.7919
ADA,87,3,783.0888
ADA,87,4,377.8422
ADA,87,5,-20.0000
ADA,87,6,-20.0000
ADA,87,7,542.6781
ADA,87,8,580.4289
ADA,87,9,-300.7236
ADA,87,10,-394.2982
ADA,87,11,-394.2982
ADA,87,12,-394.2982
ADA,87,13,-394.2982
ADA,88,0,-850.0395
ADA,88,1,-850.0395
ADA,89,0,-763.7276
ADA,89,1,-763.7276
ADA,90,0,171.0828
ADA,90,1,-393.0664
ADA,90,2,-573.5714
ADA,91,0,104.5211
ADA,91,1,-20.0000
ADA,91,2,-669.2335
ADA,91,3,-669.2335
ADA,91,4,-209.2148
ADA,92,0,-1300.0000
ADA,92,1,-1300.0000
ADA,93,0,705.8065
ADA,93,1,567.5576
ADA,93,2,-718.1740
ADA,93,3,-596.7138
ADA,94,0,275.9309
ADA,94,1,559.5314
ADA,94,2,71.3242
ADA,94,3,-20.0000
ADA,94,4,356.7123
ADA,94,5,866.2275
ADA,94,6,574.4056
ADA,94,7,-461.1765
ADA,95,0,256.5957
ADA,95,1,-293.5562
ADA,95,2,182.1277
ADA,95,3,-1500.3313
ADA,95,4,-1438.1439
ADA,96,0,-415.2096
ADA,96,1,-415.2096
ADA,97,0,85.6676
ADA,97,1,-209.5307
ADA,97,2,469.9135
ADA,97,3,360.2281
ADA,97,4,216.6345
ADA,97,5,32.5855
ADA,97,6,32.5855
ADA,97,7,483.6630
ADA,97,8,483.6630
ADA,98,0,743.7115
ADA,98,1,483.4659
ADA,98,2,-1088.8058
ADA,98,3,-867.5165
ADA,99,0,-109.9820
ADA,99,1,-259.9520
ADA,100,0,160.5438
ADA,100,1,-463.1487
ADA,100,2,-206.9159
ADA,100,3,-380.9430
ADA,101,0,1597.8829
ADA,101,1,1535.7338
ADA,101,2,-586.0052
ADA,101,3,-535.2672
ADA,102,0,310.6878
ADA,102,1,465.6387
ADA,102,2,-20.0000
ADA,102,3,-281.4607
ADA,102,4,199.4988
ADA,102,5,48.4808
ADA,103,0,-658.7706
ADA,103,1,-658.7706
ADA,104,0,2351.0937
ADA,104,1,2097.1875
ADA,104,2,-225.2416
ADA,105,0,245.2434
ADA,105,1,-383.9010
ADA,105,2,-632.8880
ADA,106,0,230.3251
ADA,106,1,350.6112
ADA,106,2,-205.1852
ADA,106,3,-88.3060
ADA,106,4,355.8325
ADA,106,5,-856.9906
ADA,106,6,-1085.2606
ADA,107,0,-638.3635
ADA,107,1,-638.3635
ADA,108,0,63.7076
ADA,108,1,331.1637
ADA,108,2,-406.7180
ADA,108,3,-655.1085
ADA,109,0,684.1961
ADA,109,1,549.1732
ADA,109,2,-835.0592
ADA,109,3,-717.7201
ADA,110,0,-17.8800
ADA,110,1,215.5110
ADA,110,2,204.7191
ADA,110,3,-255.4105
ADA,110,4,-498.7339
ADA,110,5,-40.7340
ADA,110,6,-390.1481
ADA,111,0,204.7913
ADA,111,1,-244.9029
ADA,111,2,228.3408
ADA,111,3,602.3734
ADA,111,4,490.3062
ADA,111,5,976.6499
ADA,111,6,951.3808
ADA,111,7,-726.4808
ADA,112,0,-415.4032
ADA,112,1,-415.4032
ADA,113,0,274.5860
ADA,113,1,384.0605
ADA,113,2,-276.2225
ADA,113,3,-386.0322
ADA,113,4,157.8809
ADA,113,5,50.7863
ADA,113,6,95.7324
ADA,113,7,74.0325
ADA,113,8,74.0325
ADA,113,9,74.0325
ADA,113,10,584.1033
ADA,113,11,-27.1136
ADA,113,12,-27.1136
ADA,113,13,52.2643
ADA,113,14,100.4405
ADA,113,15,100.4405
ADA,113,16,100.4405
ADA,113,17,100.4405
ADA,114,0,-945.2533
ADA,114,1,-945.2533
ADA,115,0,545.2404
ADA,115,1,484.4902
ADA,115,2,-215.2126
ADA,115,3,-375.5659
ADA,115,4,355.0000
ADA,115,5,415.0013
ADA,115,6,-168.0796
ADA,115,7,-168.0796
ADA,115,8,-176.3937
ADA,115,9,-121.1960
ADA,115,10,-121.1960
ADA,115,11,-121.1960
ADA,115,12,-865.7831
ADA,116,0,-933.5802
ADA,116,1,-933.5802
ADA,117,0,114.2282
ADA,117,1,-383.4420
ADA,117,2,642.3869
ADA,117,3,501.1633
ADA,117,4,-1776.9787
ADA,117,5,-1776.9787
ADA,118,0,278.4511
ADA,118,1,-5.5282
ADA,118,2,452.2327
ADA,118,3,1650.2128
ADA,118,4,1526.0993
ADA,118,5,1924.2406
ADA,118,6,1726.0317
ADA,118,7,270.3968
ADA,118,8,-567.8709
ADA,118,9,97.8838
ADA,118,10,97.8838
ADA,118,11,97.8838
ADA,118,12,672.7985
ADA,119,0,199.4444
ADA,119,1,-4.2188
ADA,119,2,571.6667
ADA,119,3,-392.3838
ADA,119,4,-730.7265
ADA,120,0,389.6834
ADA,120,1,392.3437
ADA,120,2,-153.3333
ADA,120,3,-155.8491
ADA,120,4,-101.5217
ADA,120,5,-128.6957
ADA,120,6,-322.8835
ADA,120,7,-286.5374
ADA,120,8,245.7807
ADA,120,9,243.1579
ADA,120,10,-906.2335
ADA,121,0,209.0076
ADA,121,1,316.6834
ADA,121,2,767.0492
ADA,121,3,525.5481
ADA,121,4,-603.3738
ADA,121,5,-566.6081
ADA,122,0,610.0940
ADA,122,1,635.1724
ADA,122,2,-101.0889
ADA,122,3,-60.5445
ADA,122,4,-160.0953
ADA,122,5,-367.4363
ADA,122,6,139.2451
ADA,122,7,115.3339
ADA,123,0,545.3409
ADA,123,1,417.5000
ADA,123,2,-318.0744
ADA,123,3,-265.3179
ADA,123,4,45.3239
ADA,123,5,-598.1124
ADA,123,6,-544.6079
ADA,124,0,574.9430
ADA,124,1,5.2120
ADA,124,2,-389.8692
ADA,124,3,693.9316
ADA,124,4,132.3297
ADA,124,5,62.8853
ADA,124,6,511.1184
ADA,124,7,394.1601
ADA,124,8,-538.9758
ADA,125,0,443.8365
ADA,125,1,337.7044
ADA,125,2,-121.4275
ADA,126,0,-910.1448
ADA,126,1,-910.1448
ADA,127,0,374.9329
ADA,127,1,440.6662
ADA,127,2,-221.8531
ADA,127,3,743.7854
ADA,127,4,334.8387
ADA,127,5,1589.8972
ADA,127,6,1605.9640
ADA,127,7,1605.9640
ADA,127,8,2236.0976
ADA,127,9,2503.3645
ADA,128,0,200.0566
ADA,128,1,-2154.5489
ADA,128,2,-2323.9065
ADA,129,0,145.6464
ADA,129,1,-467.0426
ADA,129,2,-2.9235
ADA,129,3,415.7220
ADA,129,4,245.6748
ADA,129,5,-36.8067
ADA,129,6,-100.6723
ADA,129,7,-100.6723
ADA,129,8,13.3333
ADA,129,9,23.3333
ADA,129,10,23.3333
ADA,129,11,-85.9848
ADA,129,12,-234.4507
ADA,129,13,-234.4507
ADA,129,14,214.6446
ADA,129,15,214.6446
ADA,129,16,-16.7342
ADA,129,17,48.5826
ADA,129,18,48.5826
ADA,129,19,48.5826
ADA,129,20,48.5826
ADA,129,21,151.1027
ADA,129,22,160.6084
ADA,129,23,160.6084
ADA,129,24,160.6084
ADA,129,25,160.6084
ADA,129,26,-35.2999
ADA,129,27,-62.8397
ADA,129,28,-62.8397
ADA,129,29,-62.8397
ADA,129,30,-62.8397
ADA,129,31,219.8082
ADA,129,32,-184.3125
ADA,129,33,228.8010
ADA,129,34,228.8010
ADA,129,35,293.7255
ADA,129,36,293.7255
ADA,129,37,209.5268
ADA,129,38,48.0079
ADA,129,39,48.0079
ADA,129,40,48.0079
ADA,129,41,48.0079
ADA,130,0,-942.5822
ADA,130,1,-942.5822
ADA,131,0,594.0351
ADA,131,1,610.6306
ADA,131,2,-53.1199
ADA,131,3,-143.6476
ADA,131,4,4.1865
ADA,131,5,1818.1877
ADA,131,6,1974.2832
ADA,131,7,2164.4985
ADA,131,8,2145.4773
ADA,131,9,1945.3433
ADA,131,10,767.7500
ADA,131,11,484.5141
ADA,131,12,599.1840
ADA,131,13,599.1840
ADA,131,14,599.1840
ADA,132,0,-643.8408
ADA,132,1,-643.8408
ADA,133,0,1203.9269
ADA,133,1,1286.6713
ADA,133,2,-1362.3437
ADA,133,3,-1425.7021
ADA,134,0,411.0057
ADA,134,1,320.7952
ADA,134,2,-569.3274
ADA,134,3,-486.8821
ADA,135,0,542.0609
ADA,135,1,294.2077
ADA,135,2,378.5573
ADA,135,3,-307.5399
ADA,135,4,461.5149
ADA,135,5,719.0983
ADA,135,6,977.1618
ADA,135,7,59.7780
ADA,136,0,269.9671
ADA,136,1,-82.9746
ADA,136,2,-91.7703
ADA,136,3,463.2786
ADA,136,4,-63.8596
ADA,136,5,-118.6842
ADA,136,6,-34.4352
ADA,136,7,-57.8925
ADA,136,8,351.9707
ADA,136,9,-153.7735
ADA,136,10,-26.9493
ADA,136,11,121.0437
ADA,136,12,586.6753
ADA,136,13,-90.4588
ADA,136,14,-25.1555
ADA,136,15,-25.1555
ADA,136,16,-25.1555
ADA,136,17,514.3235
ADA,136,18,155.0807
ADA,136,19,141.4822
ADA,136,20,141.4822
ADA,136,21,141.4822
ADA,136,22,141.4822
ADA,136,23,-324.6683
ADA,136,24,-324.6683
ADA,136,25,-324.6683
ADA,136,26,63.9658
ADA,136,27,10.6798
ADA,136,28,10.6798
ADA,136,29,10.6798
ADA,136,30,10.6798
ADA,136,31,-487.5763
ADA,136,32,-383.3298
ADA,136,33,-383.3298
ADA,136,34,-198.1250
ADA,136,35,-191.9825
ADA,136,36,457.1193
ADA,136,37,211.0578
ADA,136,38,211.0578
ADA,136,39,211.0578
ADA,136,40,211.0578
ADA,136,41,267.6998
ADA,136,42,317.7345
ADA,136,43,317.7345
ADA,136,44,317.7345
ADA,136,45,317.7345
ADA,136,46,-286.2461
ADA,136,47,-79.3060
ADA,136,48,-79.3060
ADA,136,49,-79.3060
ADA,136,50,-79.3060
ADA,137,0,488.6995
ADA,137,1,468.0566
ADA,137,2,-367.4542
ADA,137,3,-175.0180
ADA,137,4,316.7476
ADA,137,5,337.0926
ADA,137,6,-82.4834
ADA,137,7,-82.4834
ADA,137,8,132.9133
ADA,137,9,47.2291
ADA,137,10,47.2291
ADA,137,11,47.2291
ADA,137,12,346.4993
ADA,137,13,-350.8404
ADA,137,14,-546.0489
ADA,137,15,-546.0489
ADA,137,16,-546.0489
ADA,137,17,-546.0489
ADA,138,0,284.3194
ADA,138,1,-327.5489
ADA,138,2,300.6806
ADA,138,3,-407.4246
ADA,138,4,-422.6633
ADA,139,0,-559.9482
ADA,139,1,-559.9482
ADA,140,0,219.7490
ADA,140,1,172.6955
ADA,140,2,-449.5992
ADA,140,3,-544.1521
ADA,140,4,67.5274
ADA,140,5,114.0954
ADA,141,0,319.6144
ADA,141,1,73.9065
ADA,141,2,494.8992
ADA,141,3,149.5274
ADA,141,4,21.6089
ADA,141,5,-73.4971
ADA,141,6,-73.4971
ADA,141,7,358.3337
ADA,141,8,440.5126
ADA,141,9,-86.2897
ADA,141,10,-76.5412
ADA,141,11,-76.5412
ADA,141,12,-76.5412
ADA,141,13,-76.5412
ADA,141,14,-93.6291
ADA,141,15,-176.9463
ADA,141,16,-169.3116
ADA,141,17,-169.3116
ADA,141,18,-169.3116
ADA,142,0,409.5273
ADA,142,1,405.2104
ADA,142,2,116.8464
ADA,142,3,188.3333
ADA,142,4,-777.4503
ADA,142,5,-773.6232
ADA,142,6,-1021.4104
ADA,143,0,590.6651
ADA,143,1,475.9862
ADA,143,2,-900.8430
ADA,143,3,-801.2073
ADA,144,0,319.8975
ADA,144,1,64.9421
ADA,144,2,576.1694
ADA,144,3,-2.3188
ADA,144,4,-27.5777
ADA,144,5,70.2659
ADA,144,6,77.5848
ADA,144,7,778.3303
ADA,144,8,544.0633
ADA,144,9,517.1690
ADA,144,10,-53.2305
ADA,144,11,13.2305
ADA,144,12,13.2305
ADA,144,13,13.2305
ADA,144,14,13.2305
ADA,144,15,157.4602
ADA,144,16,35.3123
ADA,144,17,35.3123
ADA,144,18,35.3123
ADA,144,19,35.3123
ADA,144,20,-480.5846
ADA,144,21,-471.7272
ADA,144,22,-471.7272
ADA,144,23,-401.4410
ADA,144,24,-401.4410
ADA,145,0,235.3594
ADA,145,1,178.6129
ADA,145,2,-97.6815
ADA,145,3,-115.6080
ADA,145,4,-73.6033
ADA,145,5,-153.0967
ADA,145,6,-374.3776
ADA,145,7,-275.1491
ADA,145,8,-220.9274
ADA,146,0,352.2304
ADA,146,1,-234.9929
ADA,146,2,-442.4520
ADA,146,3,-786.1635
ADA,147,0,151.4439
ADA,147,1,-43.1125
ADA,147,2,443.4342
ADA,147,3,-85.9396
ADA,147,4,-169.6323
ADA,147,5,209.1283
ADA,147,6,-1105.5095
ADA,147,7,-1055.0154
ADA,148,0,264.5982
ADA,148,1,298.0804
ADA,148,2,1094.8301
ADA,148,3,50.3426
ADA,148,4,1344.5726
ADA,148,5,1955.0407
ADA,148,6,1916.1817
ADA,148,7,2991.5582
ADA,148,8,3177.7740
ADA,148,9,3177.7740
ADA,148,10,3177.7740
ADA,148,11,4263.0669
ADA,149,0,-229.1440
ADA,149,1,-741.4656
ADA,150,0,328.9196
ADA,150,1,132.3202
ADA,150,2,-209.9709
ADA,151,0,122.7589
ADA,151,1,1655.5191
ADA,151,2,-107.7080
ADA,151,3,3003.7358
ADA,151,4,2820.4273
ADA,151,5,418.3788
ADA,151,6,-623.5394
ADA,152,0,252.1272
ADA,152,1,740.4464
ADA,152,2,1091.4105
ADA,152,3,797.0492
ADA,152,4,101.1698
ADA,152,5,37.0896
ADA,152,6,37.0896
ADA,152,7,390.0338
ADA,152,8,445.5674
ADA,152,9,1755.9055
ADA,152,10,1898.1530
ADA,152,11,1898.1530
ADA,152,12,1898.1530
ADA,152,13,1898.1530
ADA,153,0,72.8278
ADA,153,1,-401.0827
ADA,153,2,-489.5517
ADA,154,0,358.3515
ADA,154,1,366.2959
ADA,154,2,-50.0464
ADA,154,3,-233.0565
ADA,154,4,265.1402
ADA,154,5,257.2732
ADA,154,6,6.0960
ADA,154,7,-93.0689
ADA,154,8,39.0569
ADA,154,9,39.0569
ADA,154,10,596.8016
ADA,155,0,499.9005
ADA,155,1,483.3167
ADA,155,2,-642.6846
ADA,155,3,-627.8787
ADA,156,0,-404.7111
ADA,156,1,-404.7111
ADA,157,0,-972.0295
ADA,157,1,-972.0295
ADA,158,0,693.3657
ADA,158,1,737.9511
ADA,158,2,314.4362
ADA,158,3,178.5156
ADA,158,4,527.4891
ADA,158,5,483.7760
ADA,158,6,-833.3599
ADA,159,0,801.6364
ADA,159,1,10.3094
ADA,159,2,500.3697
ADA,159,3,-298.3929
ADA,159,4,-413.8731
ADA,160,0,342.1470
ADA,160,1,928.5726
ADA,160,2,-288.0172
ADA,160,3,1772.4122
ADA,160,4,1360.2788
ADA,160,5,-241.2273
ADA,160,6,-844.3350
ADA,160,7,-844.3350
ADA,160,8,-355.6449
ADA,160,9,-466.9427
ADA,161,0,462.7658
ADA,161,1,393.2060
ADA,161,2,-1168.8561
ADA,161,3,-1109.7308
ADA,162,0,-10.6174
ADA,162,1,-306.5024
ADA,162,2,369.3789
ADA,162,3,-181.6948
ADA,162,4,-312.2611
ADA,162,5,-446.2621
ADA,163,0,-500.9065
ADA,163,1,-500.9065
ADA,164,0,-665.2504
ADA,164,1,-665.2504
ADA,165,0,51.6846
ADA,165,1,-517.0760
ADA,165,2,-584.7125
ADA,166,0,1034.8288
ADA,166,1,826.0896
ADA,166,2,-635.5589
ADA,166,3,-454.9500
ADA,167,0,-581.5293
ADA,167,1,-581.5293
ADA,168,0,1118.9165
ADA,168,1,733.5902
ADA,168,2,-365.9280
ADA,169,0,-998.9489
ADA,169,1,-998.9489
ADA,170,0,93.9060
ADA,170,1,-129.2651
ADA,170,2,-131.8568
ADA,170,3,516.3075
ADA,170,4,397.6443
ADA,170,5,2342.8595
ADA,170,6,2229.6824
ADA,170,7,2229.6824
ADA,170,8,5906.4264
ADA,170,9,5906.4264
ADA,171,0,932.7154
ADA,171,1,1066.1423
ADA,171,2,-524.4955
ADA,171,3,-466.5534
ADA,171,4,199.0639
ADA,171,5,76.0726
ADA,171,6,-588.8591
ADA,172,0,-511.6905
ADA,172,1,-511.6905
ADA,173,0,164.2105
ADA,173,1,94.9584
ADA,173,2,-421.1968
ADA,173,3,-355.4786
ADA,174,0,-939.5046
ADA,174,1,-939.5046
ADA,175,0,199.9600
ADA,175,1,-25.1529
ADA,175,2,668.9656
ADA,175,3,438.9114
ADA,175,4,-541.7104
ADA,175,5,-545.0124
ADA,175,6,-545.0124
ADA,175,7,-259.7959
ADA,175,8,-259.7959
ADA,176,0,-754.9246
ADA,176,1,-754.9246
ADA,177,0,421.9649
ADA,177,1,335.0210
ADA,177,2,326.7501
ADA,177,3,-176.1516
ADA,177,4,521.2021
ADA,177,5,737.7019
ADA,177,6,828.0269
ADA,177,7,162.1130
ADA,177,8,110.9717
ADA,177,9,126.1587
ADA,177,10,126.1587
ADA,177,11,654.2016
ADA,177,12,-623.7647
ADA,178,0,324.4140
ADA,178,1,-57.4471
ADA,178,2,430.6511
ADA,178,3,13.7566
ADA,178,4,-10.3552
ADA,178,5,-0.8917
ADA,178,6,1459.7435
ADA,178,7,1812.8025
ADA,178,8,2289.0939
ADA,178,9,2163.9646
ADA,178,10,1884.8382
ADA,179,0,577.1810
ADA,179,1,587.0722
ADA,179,2,-15.4761
ADA,179,3,-67.5006
ADA,179,4,247.1800
ADA,179,5,237.6058
ADA,180,0,293.3481
ADA,180,1,219.3289
ADA,180,2,-570.2392
ADA,180,3,-501.9277
ADA,181,0,342.2743
ADA,181,1,98.0182
ADA,181,2,660.3389
ADA,181,3,924.6770
ADA,181,4,415.5696
ADA,181,5,911.5004
ADA,181,6,632.5003
ADA,181,7,585.9561
ADA,182,0,-943.3976
ADA,182,1,-943.3976
ADA,183,0,214.5416
ADA,183,1,87.7320
ADA,183,2,-389.9020
ADA,183,3,-575.3799
ADA,183,4,-69.9611
ADA,183,5,-193.2456
ADA,184,0,-893.2764
ADA,184,1,-893.2764
ADA,185,0,613.7386
ADA,185,1,2.6244
ADA,185,2,700.3647
ADA,185,3,-100.4472
ADA,185,4,-242.2525
ADA,185,5,-278.6823
ADA,185,6,-403.7472
ADA,185,7,-357.3972
ADA,186,0,-968.9917
ADA,186,1,-968.9917
ADA,187,0,138.6462
ADA,187,1,-23.4043
ADA,187,2,-69.9833
ADA,187,3,290.2415
ADA,187,4,-530.1510
ADA,187,5,-669.6837
ADA,188,0,-601.1709
ADA,188,1,-601.1709
ADA,189,0,-969.1604
ADA,189,1,-969.1604
ADA,190,0,677.1036
ADA,190,1,-90.4065
ADA,190,2,655.0123
ADA,190,3,-130.2536
ADA,190,4,-110.4079
ADA,190,5,39.9315
ADA,190,6,-86.3527
ADA,190,7,629.3804
ADA,190,8,651.4187
ADA,190,9,-685.9574
ADA,191,0,236.4802
ADA,191,1,-169.5670
ADA,191,2,-906.7667
ADA,191,3,-1134.6582
ADA,192,0,231.9280
ADA,192,1,-238.9961
ADA,192,2,28.4614
ADA,192,3,715.2185
ADA,192,4,451.4142
ADA,192,5,-1264.2730
ADA,192,6,-1325.0766
ADA,193,0,-942.6594
ADA,193,1,-942.6594
ADA,194,0,697.3323
ADA,194,1,689.5774
ADA,194,2,400.3462
ADA,194,3,456.8633
ADA,194,4,710.8249
ADA,194,5,718.5952
ADA,194,6,-362.4202
ADA,194,7,-638.3511
ADA,194,8,-638.3511
ADA,194,9,-638.3511
ADA,194,10,-453.8983
ADA,195,0,321.1069
ADA,195,1,258.4546
ADA,195,2,-1171.1276
ADA,195,3,-1117.1893
ADA,196,0,47.6879
ADA,196,1,-218.9708
ADA,196,2,-358.4396
ADA,196,3,-423.3970
ADA,197,0,283.7206
ADA,197,1,-20.0000
ADA,197,2,427.9879
ADA,197,3,11.9716
ADA,197,4,-59.0764
ADA,197,5,311.6139
ADA,197,6,-499.6512
ADA,197,7,-742.3796
ADA,198,0,231.3661
ADA,198,1,-216.7213
ADA,198,2,-457.1002
ADA,199,0,-615.8023
ADA,199,1,-615.8023
ADA,200,0,701.8802
ADA,200,1,701.8802
ADA,200,2,152.2338
ADA,200,3,152.2338
TRX,0,0,-838.9520
TRX,0,1,-838.9520
TRX,1,0,314.7416
TRX,1,1,-209.7185
TRX,1,2,206.1079
TRX,1,3,-470.3753
TRX,1,4,847.7283
TRX,1,5,495.7233
TRX,1,6,-350.1887
TRX,1,7,-211.3876
TRX,2,0,-1859.8637
TRX,2,1,-1859.8637
TRX,3,0,387.6878
TRX,3,1,-339.7832
TRX,3,2,1899.0448
TRX,3,3,1432.1544
TRX,3,4,1452.7401
TRX,3,5,1452.7401
TRX,3,6,1856.3743
TRX,3,7,1856.3743
TRX,3,8,2116.3147
TRX,4,0,637.1763
TRX,4,1,621.5757
TRX,4,2,-514.1709
TRX,4,3,-745.5960
TRX,4,4,-157.0321
TRX,4,5,779.6340
TRX,4,6,795.4664
TRX,4,7,-579.8262
TRX,4,8,-1822.7787
TRX,5,0,134.6097
TRX,5,1,-202.2490
TRX,5,2,1638.7135
TRX,5,3,1461.2030
TRX,5,4,645.4676
TRX,5,5,-1568.7885
TRX,5,6,-1568.7885
TRX,6,0,262.9787
TRX,6,1,-270.6063
TRX,6,2,-402.9787
TRX,6,3,-667.6309
TRX,7,0,569.7772
TRX,7,1,346.9725
TRX,7,2,-598.5891
TRX,7,3,-396.1062
TRX,8,0,322.6893
TRX,8,1,-342.5325
TRX,8,2,559.3081
TRX,8,3,2573.6811
TRX,8,4,3501.6157
TRX,8,5,3199.1886
TRX,8,6,2529.5959
TRX,8,7,-55.0058
TRX,9,0,580.8842
TRX,9,1,658.2556
TRX,9,2,35.7554
TRX,9,3,285.7554
TRX,9,4,842.5592
TRX,9,5,763.8525
TRX,9,6,1201.9411
TRX,9,7,1201.9411
TRX,9,8,1201.9411
TRX,9,9,2274.7594
TRX,9,10,653.4144
TRX,9,11,-801.7231
TRX,9,12,-801.7231
TRX,9,13,-801.7231
TRX,9,14,-801.7231
TRX,10,0,337.4542
TRX,10,1,-332.9789
TRX,10,2,770.7585
TRX,10,3,-297.9097
TRX,10,4,-450.7205
TRX,10,5,56.7978
TRX,10,6,-8.3640
TRX,10,7,843.6364
TRX,10,8,407.4057
TRX,10,9,231.7002
TRX,10,10,231.7002
TRX,10,11,231.7002
TRX,10,12,1236.3510
TRX,10,13,-359.3395
TRX,11,0,693.4707
TRX,11,1,100.8135
TRX,11,2,-1334.9981
TRX,11,3,-826.4195
TRX,12,0,218.7717
TRX,12,1,-541.0663
TRX,12,2,-762.1183
TRX,13,0,206.6714
TRX,13,1,-96.4990
TRX,13,2,-544.1330
TRX,13,3,-754.1631
TRX,14,0,231.4162
TRX,14,1,-313.0945
TRX,14,2,-1188.6195
TRX,14,3,-1405.2093
